RSBSA REFERENCE NUMBER,FIRSTNAME,MIDDLENAME,LASTNAME,EXTENSIONNAME,IDNUMBER,GOVTIDTYPE,STREETNO_PUROKNO,BARANGAY,CITYMUNICIPALITY,DISTRICT,PROVINCE,REGION,BIRTHDATE(YYYY-MM-DD),PLACEOFBIRTH,MOBILENO,SEX,NATIONALITY,PROFESSION,SOURCEOFFUNDS,MOTHERMAIDENNAME,# OF FARM PARCEL,TOTAL FARM AREA (Ha)
88-18-9862-50223,Byron,Wilson,Hall,,CD120223,License,Street Name223,Barangay Name223,Tagbilaran,District 223,Bohol,Region 223,12/20/1976,San Juan Ilocos Sur,9271266782,F,FILIPINO,FARMER,FARMING,Maria Roberts,,
88-18-9862-50224,Lenny,Jones,Turner,,CD120224,License,Street Name224,Barangay Name224,Taguig,District 224,Occidental Mindoro,Region 224,12/13/1963,San Juan Ilocos Sur,9271222461,M,FILIPINO,FARMER,FARMING,Maria Clarkson,,
88-18-9862-50225,Sophia,Carroll,Kalang,,CD120225,License,Street Name225,Barangay Name225,Tagum,District 225,Davao del Norte,Region 225,11/13/1982,San Juan Ilocos Sur,9271221763,F,FILIPINO,FARMER,FARMING,Maria Hall,,
88-18-9862-50226,Haris,Parker,Cameron,,CD120226,License,Street Name226,Barangay Name226,Talisay,District 226,Cebu,Region 226,10/11/1991,San Juan Ilocos Sur,9271266440,M,FILIPINO,FARMER,FARMING,Maria Turner,,
88-18-9862-50227,Ned,West,Scott,,CD120227,License,Street Name227,Barangay Name227,Dasmari¤as,District 227,Cavite,Region 227,10/14/1960,San Juan Ilocos Sur,9271238868,F,FILIPINO,FARMER,FARMING,Maria Kalang,,
88-18-9862-50228,Roland,Moore,Payne,,CD120228,License,Street Name228,Barangay Name228,Davao City,District 228,Tarlac,Region 228,11/19/1999,San Juan Ilocos Sur,9271296782,M,FILIPINO,FARMER,FARMING,Maria Cameron,,
88-18-9862-50229,Martin,Payne,Ross,,CD120229,License,Street Name229,Barangay Name229,Digos,District 229,Tarlac,Region 229,12/14/1970,San Juan Ilocos Sur,9271287546,F,FILIPINO,FARMER,FARMING,Maria Scott,,
88-18-9862-50230,Olivia,Howard,Turner,,CD120230,License,Street Name230,Barangay Name230,Dipolog,District 230,Davao del Sur,Region 230,11/10/1996,San Juan Ilocos Sur,9271233558,M,FILIPINO,FARMER,FARMING,Maria Payne,,
88-18-9862-50231,Emily,Morrison,Harrison,,CD120231,License,Street Name231,Barangay Name231,Dumaguete,District 231,Negros Oriental,Region 231,11/16/1977,San Juan Ilocos Sur,9271288278,F,FILIPINO,FARMER,FARMING,Maria Ross,,
88-18-9862-50232,Charlie,Ferguson,Santos,,CD120232,License,Street Name232,Barangay Name232,El Salvador,District 232,Misamis Oriental,Region 232,12/25/1966,San Juan Ilocos Sur,9271220817,M,FILIPINO,FARMER,FARMING,Maria Turner,,
88-18-9862-50233,Vincent,Thompson,Sullivan,,CD120233,License,Street Name233,Barangay Name233,Escalante,District 233,Tarlac,Region 233,10/10/1984,San Juan Ilocos Sur,9271269842,F,FILIPINO,FARMER,FARMING,Maria Harrison,,
88-18-9862-50234,Thomas,Cunningham,Aldaves,,CD120234,License,Street Name234,Barangay Name234,Gapan,District 234,Tarlac,Region 234,11/23/1994,San Juan Ilocos Sur,9271272356,M,FILIPINO,FARMER,FARMING,Maria Santos,,
88-18-9862-50235,Sydney,Carter,Warren,,CD120235,License,Street Name235,Barangay Name235,General Santos,District 235,Tarlac,Region 235,12/26/1997,San Juan Ilocos Sur,9271242726,F,FILIPINO,FARMER,FARMING,Maria Sullivan,,
88-18-9862-50236,Lucas,Hunt,Maitim,,CD120236,License,Street Name236,Barangay Name236,General Trias,District 236,Tarlac,Region 236,10/10/1995,San Juan Ilocos Sur,9271298847,M,FILIPINO,FARMER,FARMING,Maria Aldaves,,
88-18-9862-50237,Amy,Cooper,Hawkins,,CD120237,License,Street Name237,Barangay Name237,Gingoog,District 237,Misamis Oriental,Region 237,11/12/1980,San Juan Ilocos Sur,9271281612,F,FILIPINO,FARMER,FARMING,Maria Warren,,
88-18-9862-50238,James,Harper,Kalinga,,CD120238,License,Street Name238,Barangay Name238,Guihulngan,District 238,Negros Oriental,Region 238,10/19/1973,San Juan Ilocos Sur,9271283410,M,FILIPINO,FARMER,FARMING,Maria Maitim,,
88-18-9862-50239,Amelia,Payne,Riley,,CD120239,License,Street Name239,Barangay Name239,Himamaylan,District 239,Negros Occidental,Region 239,11/20/1991,San Juan Ilocos Sur,9271223318,F,FILIPINO,FARMER,FARMING,Maria Hawkins,,
88-18-9862-50240,Edith,Brooks,Maputi,,CD120240,License,Street Name240,Barangay Name240,Ilagan,District 240,Isabela,Region 240,10/29/1983,San Juan Ilocos Sur,9271234823,M,FILIPINO,FARMER,FARMING,Maria Kalinga,,
88-18-9862-50241,Brooke,Harper,Montgomery,,CD120241,License,Street Name241,Barangay Name241,Iligan,District 241,Lanao del Norte,Region 241,12/26/1978,San Juan Ilocos Sur,9271210009,F,FILIPINO,FARMER,FARMING,Maria Riley,,
88-18-9862-50242,Wilson,Miller,Rison,,CD120242,License,Street Name242,Barangay Name242,Iloilo City,District 242,Tarlac,Region 242,12/23/1995,San Juan Ilocos Sur,9271298885,M,FILIPINO,FARMER,FARMING,Maria Maputi,,
88-18-9862-50243,James,Phillips,Walker,,CD120243,License,Street Name243,Barangay Name243,Imus,District 243,Cavite,Region 243,10/23/1996,San Juan Ilocos Sur,9271295755,F,FILIPINO,FARMER,FARMING,Maria Montgomery,,
88-18-9862-50244,Joyce,Hill,Henderson,,CD120244,License,Street Name244,Barangay Name244,Iriga,District 244,Camarines Sur,Region 244,12/28/1988,San Juan Ilocos Sur,9271249811,M,FILIPINO,FARMER,FARMING,Maria Rison,,
88-18-9862-50245,George,Phillips,Stewart,,CD120245,License,Street Name245,Barangay Name245,Isabela,District 245,Tarlac,Region 245,10/13/1999,San Juan Ilocos Sur,9271260230,F,FILIPINO,FARMER,FARMING,Maria Walker,,
88-18-9862-50246,Elise,Moore,Mindanao,,CD120246,License,Street Name246,Barangay Name246,Kabankalan,District 246,Negros Occidental,Region 246,11/21/1968,San Juan Ilocos Sur,9271265525,M,FILIPINO,FARMER,FARMING,Maria Henderson,,
88-18-9862-50247,Owen,Carter,Ang,,CD120247,License,Street Name247,Barangay Name247,Kidapawan,District 247,Cotabato,Region 247,11/19/1986,San Juan Ilocos Sur,9271275233,F,FILIPINO,FARMER,FARMING,Maria Stewart,,
88-18-9862-50248,Edward,Andrews,Richardson,,CD120248,License,Street Name248,Barangay Name248,Koronadal,District 248,South Cotabato,Region 248,12/26/1974,San Juan Ilocos Sur,9271238461,M,FILIPINO,FARMER,FARMING,Maria Mindanao,,
88-18-9862-50249,Lucy,Wright,Tablea,,CD120249,License,Street Name249,Barangay Name249,La Carlota,District 249,Negros Occidental,Region 249,10/10/1993,San Juan Ilocos Sur,9271222921,F,FILIPINO,FARMER,FARMING,Maria Ang,,
88-18-9862-50250,Audrey,Morris,Sibay,,CD120250,License,Street Name250,Barangay Name250,Lamitan,District 250,Basilan,Region 250,12/18/1988,San Juan Ilocos Sur,9271265008,M,FILIPINO,FARMER,FARMING,Maria Richardson,,
88-18-9862-50251,Oliver,Reed,Summer,,CD120251,License,Street Name251,Barangay Name251,Laoag,District 251,Ilocos Norte,Region 251,12/21/1970,San Juan Ilocos Sur,9271249232,F,FILIPINO,FARMER,FARMING,Maria Tablea,,
88-18-9862-50252,Charlie,West,Baes,,CD120252,License,Street Name252,Barangay Name252,Lapu-Lapu City,District 252,Cebu,Region 252,11/13/1963,San Juan Ilocos Sur,9271224359,M,FILIPINO,FARMER,FARMING,Maria Sibay,,
88-18-9862-50253,Amanda,Harrison,Jones,,CD120253,License,Street Name253,Barangay Name253,Las Pi¤as,District 253,Occidental Mindoro,Region 253,10/22/1995,San Juan Ilocos Sur,9271280497,F,FILIPINO,FARMER,FARMING,Maria Summer,,
88-18-9862-50254,Kirsten,Harper,Smith,,CD120254,License,Street Name254,Barangay Name254,Legazpi,District 254,Albay,Region 254,10/24/1980,San Juan Ilocos Sur,9271251303,M,FILIPINO,FARMER,FARMING,Maria Baes,,
88-18-9862-50255,William,Walker,Edwardo,,CD120255,License,Street Name255,Barangay Name255,Ligao,District 255,Albay,Region 255,10/21/1965,San Juan Ilocos Sur,9271268558,F,FILIPINO,FARMER,FARMING,Maria Jones,,
88-18-9862-50256,Daryl,Gray,Richards,,CD120256,License,Street Name256,Barangay Name256,Lipa,District 256,Batangas,Region 256,11/17/1973,San Juan Ilocos Sur,9271295271,M,FILIPINO,FARMER,FARMING,Maria Smith,,
88-18-9862-50257,Isabella,Riley,Harper,,CD120257,License,Street Name257,Barangay Name257,Lucena,District 257,Quezon,Region 257,10/13/1982,San Juan Ilocos Sur,9271242207,F,FILIPINO,FARMER,FARMING,Maria Edwardo,,
88-18-9862-50258,Kristian,Bailey,Miller,,CD120258,License,Street Name258,Barangay Name258,Maasin,District 258,Southern Leyte,Region 258,10/20/1972,San Juan Ilocos Sur,9271226546,M,FILIPINO,FARMER,FARMING,Maria Richards,,
88-18-9862-50259,Sydney,Hamilton,Browns,,CD120259,License,Street Name259,Barangay Name259,Mabalacat,District 259,Pampanga,Region 259,12/26/1970,San Juan Ilocos Sur,9271238030,F,FILIPINO,FARMER,FARMING,Maria Harper,,
88-18-9862-50260,Connie,Ellis,Wells,,CD120260,License,Street Name260,Barangay Name260,Makati,District 260,Occidental Mindoro,Region 260,10/23/1981,San Juan Ilocos Sur,9271229547,M,FILIPINO,FARMER,FARMING,Maria Miller,,
88-18-9862-50261,Sienna,Hill,Hamilton,,CD120261,License,Street Name261,Barangay Name261,Malabon,District 261,Pampanga,Region 261,12/27/1990,San Juan Ilocos Sur,9271285769,F,FILIPINO,FARMER,FARMING,Maria Browns,,
88-18-9862-50262,Myra,Watson,Wilson,,CD120262,License,Street Name262,Barangay Name262,Malaybalay,District 262,Tarlac,Region 262,12/10/1960,San Juan Ilocos Sur,9271248183,M,FILIPINO,FARMER,FARMING,Maria Wells,,
88-18-9862-50263,Melissa,Alexander,Manoais,,CD120263,License,Street Name263,Barangay Name263,Malolos,District 263,Bulacan,Region 263,10/14/1990,San Juan Ilocos Sur,9271251496,F,FILIPINO,FARMER,FARMING,Maria Hamilton,,
88-18-9862-50264,Eric,Elliott,Tibayan,,CD120264,License,Street Name264,Barangay Name264,Mandaluyong,District 264,Pampanga,Region 264,10/11/1968,San Juan Ilocos Sur,9271233603,M,FILIPINO,FARMER,FARMING,Maria Wilson,,
88-18-9862-50265,Olivia,Holmes,Granger,,CD120265,License,Street Name265,Barangay Name265,Mandaue,District 265,Cebu,Region 265,12/17/1999,San Juan Ilocos Sur,9271253278,F,FILIPINO,FARMER,FARMING,Maria Manoais,,
88-18-9862-50266,Julia,Richardson,Martin,,CD120266,License,Street Name266,Barangay Name266,Manila,District 266,Tarlac,Region 266,12/22/1962,San Juan Ilocos Sur,9271271948,M,FILIPINO,FARMER,FARMING,Maria Tibayan,,
88-18-9862-50267,David,Henderson,Scott,,CD120267,License,Street Name267,Barangay Name267,Marawi,District 267,Tarlac,Region 267,12/10/1961,San Juan Ilocos Sur,9271293893,F,FILIPINO,FARMER,FARMING,Maria Granger,,
88-18-9862-50268,Ryan,Owens,Kalinisan,,CD120268,License,Street Name268,Barangay Name268,Marikina,District 268,Occidental Mindoro,Region 268,12/29/1963,San Juan Ilocos Sur,9271228452,M,FILIPINO,FARMER,FARMING,Maria Martin,,
88-18-9862-50269,Clark,Higgins,Kalis,,CD120269,License,Street Name269,Barangay Name269,Masbate City,District 269,Masbate,Region 269,10/26/1977,San Juan Ilocos Sur,9271211340,F,FILIPINO,FARMER,FARMING,Maria Scott,,
88-18-9862-50270,Lenny,Hill,Johnston,,CD120270,License,Street Name270,Barangay Name270,Mati,District 270,Davao Oriental,Region 270,12/19/1986,San Juan Ilocos Sur,9271275401,M,FILIPINO,FARMER,FARMING,Maria Kalinisan,,
88-18-9862-50271,Edward,Morgan,Murphy,,CD120271,License,Street Name271,Barangay Name271,Meycauayan,District 271,Bulacan,Region 271,12/14/1997,San Juan Ilocos Sur,9271242956,F,FILIPINO,FARMER,FARMING,Maria Kalis,,
88-18-9862-50272,Antony,Morrison,Anderson,,CD120272,License,Street Name272,Barangay Name272,Mu¤oz,District 272,Nueva Ecija,Region 272,11/13/1977,San Juan Ilocos Sur,9271288128,M,FILIPINO,FARMER,FARMING,Maria Johnston,,
88-18-9862-50273,Justin,Warren,Alonso,,CD120273,License,Street Name273,Barangay Name273,Muntinlupa,District 273,Occidental Mindoro,Region 273,11/12/1987,San Juan Ilocos Sur,9271271363,F,FILIPINO,FARMER,FARMING,Maria Murphy,,
88-18-9862-50274,Adison,Brown,Allen,,CD120274,License,Street Name274,Barangay Name274,Naga,District 274,Camarines Sur,Region 274,10/17/1961,San Juan Ilocos Sur,9271210102,M,FILIPINO,FARMER,FARMING,Maria Anderson,,
88-18-9862-50275,Heather,Riley,Somer,,CD120275,License,Street Name275,Barangay Name275,Naga,District 275,Cebu,Region 275,11/14/1982,San Juan Ilocos Sur,9271298277,F,FILIPINO,FARMER,FARMING,Maria Alonso,,
88-18-9862-50276,Abraham,Lloyd,Bista,,CD120276,License,Street Name276,Barangay Name276,Navotas,District 276,Occidental Mindoro,Region 276,10/28/1969,San Juan Ilocos Sur,9271252037,M,FILIPINO,FARMER,FARMING,Maria Allen,,
88-18-9862-50277,Savana,Ellis,Miguel,,CD120277,License,Street Name277,Barangay Name277,Olongapo,District 277,Zambales,Region 277,10/19/1985,San Juan Ilocos Sur,9271283566,F,FILIPINO,FARMER,FARMING,Maria Somer,,
88-18-9862-50278,Albert,Grant,Bernado,,CD120278,License,Street Name278,Barangay Name278,Ormoc,District 278,Leyte,Region 278,10/25/1978,San Juan Ilocos Sur,9271299714,M,FILIPINO,FARMER,FARMING,Maria Bista,,
88-18-9862-50279,Vivian,Smith,Sullivan,,CD120279,License,Street Name279,Barangay Name279,Oroquieta,District 279,Misamis Occidental,Region 279,12/14/1983,San Juan Ilocos Sur,9271257057,F,FILIPINO,FARMER,FARMING,Maria Miguel,,
88-18-9862-50280,Maria,Spencer,Aldo,,CD120280,License,Street Name280,Barangay Name280,Ozamiz,District 280,Misamis Occidental,Region 280,12/29/1973,San Juan Ilocos Sur,9271242339,M,FILIPINO,FARMER,FARMING,Maria Bernado,,
88-18-9862-50281,Carlos,Davis,Wells,,CD120281,License,Street Name281,Barangay Name281,Pagadian,District 281,Misamis Occidental,Region 281,12/24/2000,San Juan Ilocos Sur,9271264628,F,FILIPINO,FARMER,FARMING,Maria Sullivan,,
88-18-9862-50282,Melanie,Holmes,Jones,,CD120282,License,Street Name282,Barangay Name282,Palayan,District 282,Nueva Ecija,Region 282,11/10/1999,San Juan Ilocos Sur,9271265529,M,FILIPINO,FARMER,FARMING,Maria Aldo,,
88-18-9862-50283,Maria,Carter,Ross,,CD120283,License,Street Name283,Barangay Name283,Panabo,District 283,Davao del Norte,Region 283,12/29/1992,San Juan Ilocos Sur,9271290069,F,FILIPINO,FARMER,FARMING,Maria Wells,,
88-18-9862-50284,Ryan,Brooks,Hamil,,CD120284,License,Street Name284,Barangay Name284,Para¤aque,District 284,Occidental Mindoro,Region 284,12/10/1967,San Juan Ilocos Sur,9271258253,M,FILIPINO,FARMER,FARMING,Maria Jones,,
88-18-9862-50285,Lyndon,Stewart,Rosing,,CD120285,License,Street Name285,Barangay Name285,Pasay,District 285,Occidental Mindoro,Region 285,12/19/1982,San Juan Ilocos Sur,9271267577,F,FILIPINO,FARMER,FARMING,Maria Ross,,
88-18-9862-50286,Lyndon,Kelly,Moore,,CD120286,License,Street Name286,Barangay Name286,Pasig,District 286,Occidental Mindoro,Region 286,12/16/1994,San Juan Ilocos Sur,9271249452,M,FILIPINO,FARMER,FARMING,Maria Hamil,,
88-18-9862-50287,Fenton,Holmes,Stevens,,CD120287,License,Street Name287,Barangay Name287,Passi,District 287,Iloilo,Region 287,12/24/1996,San Juan Ilocos Sur,9271251408,F,FILIPINO,FARMER,FARMING,Maria Rosing,,
88-18-9862-50288,Aiden,Armstrong,Buhos,,CD120288,License,Street Name288,Barangay Name288,Puerto Princesa,District 288,Palawan,Region 288,10/25/1986,San Juan Ilocos Sur,9271262349,M,FILIPINO,FARMER,FARMING,Maria Moore,,
88-18-9862-50289,Alen,Sullivan,Kelley,,CD120289,License,Street Name289,Barangay Name289,Quezon City,District 289,Occidental Mindoro,Region 289,11/15/1965,San Juan Ilocos Sur,9271247708,F,FILIPINO,FARMER,FARMING,Maria Stevens,,
88-18-9862-50290,Audrey,Chapman,Galing,,CD120290,License,Street Name290,Barangay Name290,Roxas,District 290,Capiz,Region 290,11/20/1995,San Juan Ilocos Sur,9271260436,M,FILIPINO,FARMER,FARMING,Maria Buhos,,
88-18-9862-50291,Emma,Thompson,Samson,,CD120291,License,Street Name291,Barangay Name291,Sagay,District 291,Negros Occidental,Region 291,11/15/1960,San Juan Ilocos Sur,9271296991,F,FILIPINO,FARMER,FARMING,Maria Kelley,,
88-18-9862-50292,Arthur,Morris,Montgomery,,CD120292,License,Street Name292,Barangay Name292,Samal,District 292,Davao del Norte,Region 292,12/17/1994,San Juan Ilocos Sur,9271234246,M,FILIPINO,FARMER,FARMING,Maria Galing,,
88-18-9862-50293,Kirsten,Perkins,Lingap,,CD120293,License,Street Name293,Barangay Name293,San Carlos,District 293,Negros Occidental,Region 293,12/13/1980,San Juan Ilocos Sur,9271230028,F,FILIPINO,FARMER,FARMING,Maria Samson,,
88-18-9862-50294,Roman,Reed,Sison,,CD120294,License,Street Name294,Barangay Name294,San Carlos,District 294,Pangasinan,Region 294,10/28/1987,San Juan Ilocos Sur,9271272363,M,FILIPINO,FARMER,FARMING,Maria Montgomery,,
88-18-9862-50295,Ellia,Kelly,Mirang,,CD120295,License,Street Name295,Barangay Name295,San Fernando,District 295,La Union,Region 295,11/21/1964,San Juan Ilocos Sur,9271295375,F,FILIPINO,FARMER,FARMING,Maria Lingap,,
88-18-9862-50296,Dexter,Rogers,Grander,,CD120296,License,Street Name296,Barangay Name296,San Fernando,District 296,Pampanga,Region 296,10/30/1967,San Juan Ilocos Sur,9271266986,M,FILIPINO,FARMER,FARMING,Maria Sison,,
88-18-9862-50297,Aldus,Johnson,Delos Reyes,,CD120297,License,Street Name297,Barangay Name297,San Jose,District 297,Nueva Ecija,Region 297,12/14/1972,San Juan Ilocos Sur,9271233858,F,FILIPINO,FARMER,FARMING,Maria Mirang,,
88-18-9862-50298,Brooke,Fowler,Spencer,,CD120298,License,Street Name298,Barangay Name298,San Jose del Monte,District 298,Bulacan,Region 298,12/13/1977,San Juan Ilocos Sur,9271235729,M,FILIPINO,FARMER,FARMING,Maria Grander,,
88-18-9862-50299,Miley,Wilson,Phillips,,CD120299,License,Street Name299,Barangay Name299,San Juan,District 299,Occidental Mindoro,Region 299,12/24/1983,San Juan Ilocos Sur,9271283056,F,FILIPINO,FARMER,FARMING,Maria Delos Reyes,,
88-18-9862-50300,Chester,Baker,Lima,,CD120300,License,Street Name300,Barangay Name300,San Pablo,District 300,Laguna,Region 300,11/10/1964,San Juan Ilocos Sur,9271229189,M,FILIPINO,FARMER,FARMING,Maria Spencer,,
